Sequências,Classe
01110000101101000001001111110101101011111000100100,Aleatória
11110111111011111110111111101111111011111110111111,Humana
11010100010010101001001101001010101001010010111010,Humana
11100010111011101110111011101000000100001100000111,Humana
00101001100010101010010001010110011001010010010101,Humana
01010100101001010010101001010101010101010010101010,Humana
11110010001111011101010100111110010000001101110101,Aleatória
11111111101111101111101111111111101111101111010000,Humana
00101100011001100100010100101010010110010110010011,Aleatória
01011111000011110001110001100110101100011001110100,Aleatória
00000011011101101100101101101111100010100010010110,Aleatória
11111000000000110110011101011100010011100110101100,Aleatória
11101000010110001010010100010100101010101001011010,Humana
01010101010101010101101000101010101010101010101010,Humana
00100100001001011111101000001001001110000010101100,Aleatória
11100000111101000100010011101011111000010100110100,Aleatória
01011100001011110000011100101010110110001010101110,Humana
00001100101100101101100110011100000111011011011011,Aleatória
00110101010011000001100001111000101010011110111011,Aleatória
00101101011010100101011101001101100110101110110110,Humana
11010010100100101001010101001001000101110100100101,Humana
10111100010111000010100010111001011100011110010111,Humana
01011010001010101101010100101001010101001010101011,Humana
11110000100001111100001000011100001110000110001010,Humana
01010101010101010101011111000111010101001111110000,Humana
11101101111101001101001011011110101000111001101101,Aleatória
01011101000000010010111110100101001000100110111110,Aleatória
00101000000000000010000000010000001010101000001010,Humana
00011011011101010000000011100001001111111110010111,Aleatória
01010101010001010000110100100001100101010101010100,Humana
01101001011010101011001000011110101010101101100001,Humana
01111000101010101010001010101010101010101010100101,Humana
10110001011110011101101101110111011001011011011110,Aleatória
01100011000100101101100000010101111000111100000101,Aleatória
01010010000111111100001001000111110010010010101000,Humana
00100100110001111110011010101110110010011000111100,Aleatória
01101110110000111001001010101011111001011001010011,Aleatória
10100111011110010101111110101011111011000001000101,Aleatória
10101110101000010101011010110101101010111100101100,Humana
11010001101001101011010100100100011010110100011110,Aleatória
01010101000100010001000101101101010110101010101010,Humana
10101111000110101011000111000111010001011110100101,Humana
01110111011111111111000001011000111010111011110011,Humana
11011111111100000011111100111000011001010101011111,Aleatória
00111000011100101111011111101011100011010100111110,Aleatória
11000100110101001010101010101011010100101101110000,Humana
10100010101010101001000100010011111000010010101010,Humana
10100110101000111010100101010110000011100100001001,Aleatória
11010000111010100000000101010111010100010100011110,Humana
01011101100100011011111001110110110101100010001001,Aleatória
00000000000011011011110101110101010011110010010001,Aleatória
10110011011111100001111100101100110111000010101001,Humana
00000000000000000100101010101000110101001011111111,Humana
10101010101010110101010101010101010010100101010010,Humana
01001010010010000110111101011010011110101110010001,Aleatória
00111010100101010101011010101010111100000001010101,Humana
11001100001011101010111011111011010001011011000010,Aleatória
00010011010101010111110000001011011111001101001010,Humana
10001010111100101110001011111001111000001010101101,Humana
01111111111111101111111111111111111110111111111111,Humana
01010101010101010101010101010000111010101001010101,Humana
00110111111100011000100011010011110110111100111100,Aleatória
11001011011101011010111101100010100111010111000010,Aleatória
10100110101010010111010010011010100111010101010100,Humana
10100110001100011001100011001101101010011010111000,Aleatória
10001010111110001010000101000010111001010000101110,Humana
11010010111101101100110011100000000110001000011011,Aleatória
10111000010101100101001011001011101010011000001101,Aleatória
00100010011110010000001011111001100011111001011001,Humana
01001110111000001101001011000100010101101000001111,Aleatória
10101011110110101001100110000110011110001000101011,Aleatória
01111100011000100010010011011001110101100110111110,Aleatória
00100001000000111111101110010101101111001111110000,Aleatória
10001101011101110100111100000101101101010100111101,Aleatória
01010101010010101001010010000011000100100010001000,Humana
01010101010100101010101010100101010101010100101010,Humana
01111100101011000000111000001110001111000101010111,Humana
00010010111000101110001011100010101110010101110101,Humana
01011010111010001010100101110001001111000000100000,Aleatória
01010001110000101011110011111101010101000011111110,Aleatória
00010000001110101011111000101110101011110010000000,Humana
00011000111110101001010100011001101000011101011101,Aleatória
00101101110100110001010011100101001100111001010011,Humana
11111100000011100011000110010101010111110000010101,Humana
10111000010000010001010111010100000101110001011000,Humana
11100000100110000110100110011010001011111100011010,Aleatória
00101110100010100101010100010101101001010101010100,Humana
10000100011010010101100011101010000010010000100001,Aleatória
01010101100110111000001010101110100000011110110001,Aleatória
01101110100111100110000110011010000010111000101100,Aleatória
01000001010010010100100101100111000001011010100010,Aleatória
11110111001110101010001111011010001110010010001101,Aleatória
01010100101101110011101011110001100010100101001101,Humana
01000101010000110000011011110000100110000111111111,Aleatória
00010011101010010000100010001010111001101111010001,Aleatória
01010100010010101011110010110101101010101101010110,Humana
00110010101011100110001101010101000010011001010100,Humana
10110110111001010011110110001011011010101111111010,Aleatória
00001010111001011011100010101100001010111100101100,Humana
10001100010001100111111101111101111100001101000011,Aleatória
10010100110101000001010000101101001010001000110011,Aleatória
00111110000010010001001101010101000010100010010011,Aleatória
11010010000100111111101110011110000010000111010100,Aleatória
00000000000101111111010101011110001010101010101110,Humana
01100011100110010100111101000110001100100111001101,Aleatória
00110101010011100000100101111011010110110110111100,Aleatória
10101010001010110011100010101000000111101000010101,Humana
10100011111011101011110101111010111010111100111110,Aleatória
00100111000001001101000010010111101010111011100101,Aleatória
10101010101010110010101010101010100010111010101000,Humana
01010101010101010110101010101010101010100101010100,Humana
11111110000100101001010101000000100001000000000001,Humana
10011000110011111010001011001010010101001000110000,Aleatória
10001011100010100101110000011001011100101011010111,Humana
11001001111001010110001001101001010110110011100101,Humana
10110010111010100001111011111001111110110101001100,Aleatória
11100000010100000010101110011100010110000001110101,Humana
00010010100010101111010010100100100111111001010101,Humana
11010010111000001011000101100101100001110110011000,Aleatória
00001100111011000111011100011111100000010111010101,Aleatória
10100101011011001001110101101101101001110001010101,Aleatória
11111111111111111111111111111111111111111111111111,Humana
01101011101001100101100110100000100111111011110010,Aleatória
10001001000110000111110111111010011011010000001111,Aleatória
11010101010100100101001001001001001001001001000100,Humana
10000111010111001000000011111000000010000000101001,Aleatória
10010001110001001111111101000110011010110110100011,Aleatória
10110000001111111000011110011000001101011110000110,Aleatória
00000100000001000111010110001110101100101101101000,Aleatória
01101000000010101110000011100000011001000001110100,Aleatória
10110001100010010110111010010000110110010001001110,Aleatória
01100000010010001100011111011110110011000111101010,Aleatória
00111001000101001010001001011100110101010111110010,Humana
10000111011000011100100001110111000111000110100010,Aleatória
10000001000000111100010101111100001010101011111100,Humana
00000000000000000000000100000000000000000000000000,Humana
10101010101010110100101010010100010010101010100101,Humana
11111111111111100100000001000000011111110111111110,Humana
01110011010000111010011100010011010110001110110000,Aleatória
11011111011100100101010100110000110001010110101110,Aleatória
01011101001001101101110100010111011010010001111011,Humana
11111111111111111111111111111111000000000000000000,Humana
01111000011110100011010101000001111111111100000111,Humana
11100000000010100111100100000110111111001011111000,Aleatória
11010000000101011010111100000010001110011000001101,Aleatória
11101101100011001011110111101110001110110100010101,Aleatória
00101000010010111100001010111100101011110010101110,Humana
00110101010100011010100101001010001011010101010001,Humana
11111101001001111010110100110110010000010000011010,Aleatória
10001011010000100000111100001101110001111000011101,Humana
01001000000100011001011011111001100100001001001000,Aleatória
11000110011100110101111100101100110001111101101110,Aleatória
01110111001111000111101111010010111001011010000110,Aleatória
10111010101110011100100100011001001001001000001001,Humana
01110100000100010011100110101111011100101011000101,Aleatória
01101010111010100100100001010101011101000001011001,Humana
01100110111000101110011111100010001100110000000111,Aleatória
10101010101010101010101010101010101010101010101010,Humana
10100111001111011001100010011010111110110000101100,Aleatória
11101111110100110011001100000000111001010100101111,Aleatória
10000001010101100010000100010001001010000000010111,Aleatória
00001110101100011011011011111110010010100010100111,Aleatória
01100000110001000001101001100000011100111111000000,Aleatória
00001010111010100111100101111110001010100001010111,Humana
01100110001001111100001111010101010101000001111111,Humana
01010111010101010100000111010101010101111100011001,Humana
00000101010101001111000001001010101010101010000101,Humana
10010000100100000011011001101110110001110101010100,Aleatória
11000011111100010110011100100010011011100010000001,Aleatória
01010101100101001011101010011010101011101010010100,Humana
01010101100101100001101010110101011111000101011000,Humana
11110101000101000010110110001001011101101000000111,Aleatória
01011011101110011110111000111100101001111000011100,Aleatória
01111101010101010100111100001110110001001100011100,Humana
10001100010100101010011000111110010111011000000110,Aleatória
00000000000000100001010010000110101111000000100101,Humana
00110110000101010101101001011101001010010010101010,Humana
10010010111000011111010100000110000001010001011010,Aleatória
10011011111100100010100001111011001110100110000100,Aleatória
00011100100101100011111100111100000111101101000101,Aleatória
01111100100111000101111110011100110000000001011100,Humana
11110000110001111010110011000110001111101110011010,Aleatória
11110101011000010010001101110110111111101111101010,Humana
00000101010011100000000101010011001000111100101000,Aleatória
11100101011111001100111000001010010100011101001101,Aleatória
01010001111110100000000001111101010010100101010101,Humana
10011000000010010101111011101110011111110010100011,Aleatória
01011011001001101001010110101010010010010100111100,Humana
10010101010010101010111000000000100101001001010001,Humana
11101110001001001000010101010111110001010010100010,Humana
10101001100010010110100101011001010101010010101010,Humana
11110101101010010011101011000011010110100001011011,Aleatória
10100101011011011100001011000000011000001010100001,Aleatória
10001110011100111001110001110001100011000111000110,Humana
00011001000101111111111011001011100010100110110110,Aleatória
00010011001010001100111011101011101111100010011010,Aleatória
01010101110010101000100101001010101011010101001010,Humana
10101001010000101001101101101100101001101011110011,Aleatória
01001011010111010101010101011001010101100101010101,Humana
10001110000101110100001110001001111011101100001111,Aleatória
11111111111111111111101111111111100000111111000001,Humana
01000010101010100000010101000001100100110010011001,Aleatória
10101001011101001010010101010010100101101001010101,Humana
11100111001111111001010001010011010001111011011100,Aleatória
10010101000010111100101110111111100000000010101111,Humana
00010100110000111001010011011001110001010110001000,Aleatória
10100001101001001101010010101011101110111100010101,Aleatória
10001100010010100100001010110001101100011000110011,Aleatória
01010000111111110101001010101010101001010101011101,Humana
10100111001010010100010101010101010111111111100010,Humana
01010101110010100101100101001001011010000101001001,Humana
00000011111010100111000010110110101100010110110100,Aleatória
00101010101110010000011010101111111100010001000101,Aleatória
00011011011000000100111010011011100001011101101110,Aleatória
10110100010101010010010101110110111100000001111101,Aleatória
11100101000001100001011001011110001101111110100001,Aleatória
01010101101001010101010001010100010010100100101010,Humana
10000010101111000101011110000101110001100010101111,Humana
01100111000000001001101110101110110111011101011110,Aleatória
00101001110010101000001000111010001001100011011010,Aleatória
11111000001111100000111110000011111000001111100000,Humana
00101011001110000001110001010111011100011110101000,Aleatória
00011100010100111101000100010000001100000000010101,Aleatória
00101110101111010001010111110110000001101010110000,Aleatória
10111000110010111011001100010011001011001100101101,Aleatória
10111000111100110011100110011110011100011110000011,Humana
10010100100100001111001001001001010011000101111111,Humana
00100010101000110100100111011111000010100101011100,Aleatória
01010000000111111010000000111010110001001100100000,Aleatória
10000100010001001000110111110110100011000100110011,Aleatória
00111101110111011011000101110111011110010100111011,Aleatória
00110010000110001110001001001000100110001100110010,Aleatória
11111100010111011111011010011100010010010011000111,Aleatória
11110001111001100101000110110101011001011101010000,Aleatória
10101010100000000011010101010111001100110000000001,Humana
01010001010001010001000101011110010100001000001010,Humana
11110000111100000001111000000000111111111111111111,Humana
01001010110001011100000111000101011001100101111001,Aleatória
10110101000011000011001001000100110011110000101010,Aleatória
10101000101101010000101010101010001101000101010001,Humana
10000101110001111011110101011111011100111111111101,Aleatória
11000011010010011111000110101011001001001111111101,Aleatória
00011010011110100101111011011010100111111010011010,Aleatória
11100001111000000011101010101000011100011110000111,Humana
10001011101110100010001000010011001100110000111011,Aleatória
01010101010011001010101010101010010101010101010101,Humana
00000000001101010101010101011111010101101111101001,Humana
11111010011010100010100001010101011010101010101010,Humana
00010110111101110111111011100101101001111100011011,Aleatória
01010101010111110010100100100010001001110010010010,Humana
01110001010000111011001010110000000100001100111001,Aleatória
01001000011001010111010001110101011011100110111101,Humana
00010010000100111000010010110111000001010111001010,Humana
10101000100010001000111110101000100101010101010101,Humana
11111111111111111111111111111111111111000000000000,Humana
10100010100010100010011110101110101010001011111100,Humana
01101010100011100101100000110011010001110101010101,Humana
11110101010100101010101011110101000101000111111010,Humana
00110000000010110011101011001010110110101111111010,Aleatória
11111111110000000000101010101000000000001100110101,Humana
00000001010100001100110110101000111110010100110101,Aleatória
11000100110110101111011001001000110001111000011011,Aleatória
10011011011010100101101010000110010000111111000011,Humana
01000101010101000101001010010100100110101010001010,Humana
01011010101010111100011111110000000000000111100110,Humana
01010101010111101010010101010100011000101000101100,Humana
11010100001010101111000101010101011001010000101010,Humana
00101010010010010010010101011010010100101010101010,Humana
10000010100111111000010100000110111101011010010101,Humana
11001010010011101101010101111001001111100100101100,Aleatória
00000010100101110101000001011111100101000010100000,Humana
11001010000001101011111001010001010111100101001101,Humana
01000101010101010101101011110000110001110011001010,Humana
11000011001000011000101010011011001101010010001010,Aleatória
00001010111011111111111100000000011110101011001001,Aleatória
11110000010001111101111100000001110001111010100100,Aleatória
01010100000000111001010101010101010101010010101011,Humana
01001110101011000111001100110101011100100101011101,Humana
10110110101101001111001010100010011011110001100000,Aleatória
01101101101101101101101101101101101101101101101101,Humana
10001010101000111000011000011010100110101010010011,Humana
10101111111111100100101000000000000000000011110110,Humana
00111101100001110010101110111101101000001010010110,Aleatória
11100011100000011100011110000000000011111111110000,Humana
00000111000100010001000101100010001000100010000100,Humana
10001100001011011010100001110001110100010010111111,Aleatória
10000100101111011100001110010111011011100100110010,Aleatória
11101101000000010000001110011110111111101110011001,Aleatória
01001010001000110111001111110101111011101001110111,Aleatória
10101000010001011110011101111010010000101011011101,Aleatória
10000101001111100010100001000101111001000110010101,Humana
10001010111110010000101111100101010001010111101010,Humana
11010101010010111111110000000000000000000110101010,Humana
10111111000110010101010100000110010001000101010011,Humana
10001011001111110101001010101010110011000011000100,Aleatória
11010101001001100011100011100110000000001111110001,Humana
11110101010101010101010101010101010101010101010001,Humana
01111101011010100011011101010001001010000111111100,Aleatória
01010001001100011100111010110111010110011011101010,Humana
01010101011100000001111110101010101010101010101110,Humana
00001000000011000001110000000000010000000001111111,Humana
00010010111100101011111000101011101010101111111001,Humana
01001111100101011101100101111110001000000111110000,Humana
11011001000101001111100100100000111100101000101000,Aleatória
10001001010001011110101111110001010101011110011100,Humana
10011100010010010010001000001000001001011001010001,Humana
10001010001111110111011100001000111001101101101100,Aleatória
00011001100011100010000111111110000111100000110100,Humana
00111111111010011100110000100010101111000100110011,Aleatória
11001101100111100011101011011010111101111110101000,Aleatória
10100011000001101100110111101111101100100010011010,Aleatória
11001000111010011011101000001100110000010000101100,Aleatória
01010101010100100111010100101111000010101010000111,Humana
01010010101010111111010001010101010101010101011011,Humana
00000000001111111110101011010101010101010010100000,Humana
11100100010111010100101010010000111111010110111100,Humana
01000101101101001011001110110101010000010011111101,Aleatória
11111101111101110001111010011000001000000111110111,Aleatória
01010101010101101101101100101010110101010101110101,Humana
01011001010101010101010111101000101010101001011110,Humana
10010100010111110001101100101011110111111010111010,Aleatória
11001101101001111100110011011000001101010010000011,Aleatória
11100011100000111110101011111100001010001111010101,Humana
00001010111001010101111001011010111111000101000010,Humana
11111011010000101100000101000101100000101001101111,Aleatória
00111010011010110001100101110101101100010101000011,Aleatória
00101000101000011100101101100010111100010110000101,Humana
11110011100111010110100011100010110000101100011011,Aleatória
10101001010101010101100101010001010010010101010100,Humana
10000110010011100111111111010010010101001111101101,Aleatória
11100110001011000110110110100101110000110101010100,Humana
10100101011100011101100001000010111111110111101000,Aleatória
10101000111011101010001100110000001000001010010000,Aleatória
10111000101010000100010010111011100100111100001011,Aleatória
00110000000100111001111000011011001010011101111100,Aleatória
00101011100100101110000111010101001101010110011100,Aleatória
11001110001101010000111100000001010001100111000111,Humana
10101000000000110101001100101010101010101010011011,Humana
00101011000101011110010101000001010011111001011001,Humana
10000010101111110010001010101111000101011100010101,Humana
11111011011011011010100001001000101011000001010001,Aleatória
00111101110110010111000001101011010011111000000010,Aleatória
10101000011111111110000000111101010110100000011011,Humana
10011101001110100000100001100111001100100110000001,Aleatória
01111110000010101010000111111001111111101010000010,Humana
00110101010100011100101000110010101101010101010100,Humana
11000011000000111010011001101000111111000111010000,Aleatória
11111001111001011011100101000001100010100011000010,Aleatória
00000000011111111110101001010000000001111111111100,Humana
00101111100001000010110111110101111110000010110011,Aleatória
00001000100001000010000100001000010000111111000110,Humana
10101010111110110001001100010110010000110001100011,Aleatória
00110111110001110110111101000001111100100110111010,Aleatória
11101010001100110010011010000001000000100100011111,Aleatória
00010100000000011011000000011010111010010011111000,Aleatória
00100100100100100100110110110110110110110110110110,Humana
11010001000111101100110111100110101101101000110011,Aleatória
10100101101011010000110000001011100111101101010001,Humana
00110111111001100000101110001010000110110011001010,Aleatória
01100010101011100010101010101010011001010100101000,Humana
10101111000101101011011100010001000100011110001010,Humana
10010001010011111010100101010110011011101101001000,Aleatória
11111000100101100101010001101000101111110111110110,Aleatória
11111110101110111010101010101010010101010110010000,Humana
10101001001010100101101101010101010100101001000010,Humana
01110101010101010101010101010010111111111111111111,Humana
10011101101101010110101010110000011100001110000001,Aleatória
00111011011000111011010010010101011011010010100011,Aleatória
11000111001001000001110101111010001000000111110100,Aleatória
11110101110110100000001100001011101010110010000111,Aleatória
11110110010000100010001101010001001110101001001001,Aleatória
00000010110101011011100011011110111000111111000111,Aleatória
01011111010000001111110111011100001111001011100111,Humana
00010010101010101000100100000000011111000001010100,Humana
11100000101111010101000010100011111101011101010000,Humana
11001101010011010001101001110100101010010101101000,Aleatória
00100000000001101101111101010010100110111001111101,Aleatória
11111011010100110010101011010010101010101011111100,Humana
11010110100010010001100100100110001000011010111000,Aleatória
10110011001101001110000110011110000111101101011101,Aleatória
11001110110110000100101001011001100100011011000011,Aleatória
11001011100000101000010101111100101011100110000100,Humana
01101000110101111011000100010011001011001110100111,Aleatória
10000101111000101011100010110001011100101101100101,Humana
00011100010011111101100011000110010011101110010011,Aleatória
11110001011100010101110001011000101110001010011100,Humana
01000010010011100110110101110100000110011001001001,Aleatória
10100110100000010111101010101101100011001111010101,Aleatória
01111101000101100101001000100000001000000110101110,Aleatória
01000101111101001010010101010101010101010100000000,Humana
10101010101010100100000001000100011111110111111110,Humana
11010001011100011110010011111010100111110101111010,Aleatória
10001110101001010100101010010010010010000101010010,Humana
00100000000000000010010000100100010000100000100010,Humana
01001001010100010101001001010101001110011110001111,Humana
10100001000001111101011101101011000111001101011101,Humana
10000101011111011000100111011111011001001011101101,Aleatória
11000011110111011101100001111100110011101101010100,Aleatória
10101110101011010101010010100010110101010001110010,Humana
10101000001111010101001010100101011010101010010100,Humana
11001101101010111101011110110101010000010100110111,Aleatória
00000100000100000111111011111011111000000100001000,Humana
11110000011110010101111000101110001111110001010011,Humana
00001000110101001001001111111111000010010001110101,Aleatória
10110110010111001011011111011111111011001111100010,Aleatória
11001010101101000011010111011100011110101110001010,Humana
01010110111010101011100010011010101011011001010101,Humana
10000000010100111110101001001000100001001001000001,Humana
11010011110110011001110001101011100000111010011000,Aleatória
11011011101000001011000111010101011000000101101110,Aleatória
11101110100111100011001000110110110100111011000001,Aleatória
11001010010001010111101010111101001101010101001000,Humana
11100111101111101011110100110100010000011101001110,Aleatória
11011110011101011100111111011001101111000101010111,Aleatória
00010100001010000101011111101110000000000000111110,Aleatória
11000011010100111110111001001111000110110000000000,Aleatória
00110000101101010110101011111000001010100000011101,Humana
10110011000110001111011011111100110000010101100011,Aleatória
01101101000001100110111000000110110001010100100011,Aleatória
11100010101010101010100001110000101010101010101010,Humana
00001010111100001010111001011110001101011111100000,Humana
00101010101010001000010101111000100100000001111101,Humana
10101101010111110111010000001101100110111010110011,Aleatória
11011010101110101111100100101001100001100001111110,Aleatória
00111110101111101110111001010101011111101011000101,Humana
01100010110011100011001011111001000111101110011010,Aleatória
01010101101011110000100101011001010101010101010010,Humana
10101101001010101110101100110001010010111011101000,Aleatória
01101111001110011100101000000010000101111100111101,Aleatória
10101010101001011010101011111010000001010100101101,Humana
01010001001010101001010010001001001010100100110010,Humana
00001100011010101110100000001001010110110110001111,Aleatória
10101110001011011111101111100000111100011100101010,Humana
10011110110110010001101000001011001110101111001011,Humana
01011110000111100001111000011100001110000111111111,Humana
10111001001110110110010010011101100010000010000111,Aleatória
01010101101010001011100100001010101001001010010010,Humana
01111011000101011101010101001110110010011101110111,Aleatória
11100000011010110101111111101000000000000100011110,Humana
01110011101100001000110110000100110001111001110011,Aleatória
11101100101010001101010010101110101001010101110101,Humana
10101010010110101010101000011010101111010101101010,Humana
01010100101010010011010100010101010100101101010111,Humana
11010000101000101110101010110111011010100010001110,Humana
10101001010100110100101010010101001010100101001001,Humana
01011101010000101011010100001010101011101001001010,Humana
10011010101000111010101100001101001011100101011010,Aleatória
01001010101101010100010010101010011010101010100101,Humana
01111000010001111110001010011111110111100100011101,Aleatória
01111100111010110111110011100010101010001110011001,Aleatória
01001011010100101010101101001010101010010100111000,Humana
10111010001010000011100100010101110010000010000101,Humana
00000000011010110100110010111111100101010101011101,Humana
11100001010000000100100001111101111010101101010001,Aleatória
01100111011100110011100110100101001101011111101100,Aleatória
10101010001111010100010101010110011111010010001111,Humana
11000011101011101101011101110111101101000101110011,Aleatória
11101001100001001100010010001001011000010011101110,Aleatória
01111001101101011001101011011010111101100100101110,Aleatória
00111101010110100100111101111010101000011111011010,Aleatória
01110100111111000001011011111100000110010011011100,Aleatória
01101110111000110100100010111011000010110110110111,Aleatória
00010000001011111010111111110101101011101011111111,Humana
10001101101001010010100000010010101100110111100101,Aleatória
01111111101100101010011011001111010010101101001001,Aleatória
11111011100011111110100101011011000110001110011011,Aleatória
01011100011100000110101011110010001000100100010001,Humana
10111011110010011100000101111011111001101111010001,Aleatória
00101011001011001000000011001110110110111110001000,Aleatória
10010010100101010000111101010100111010100101101010,Humana
10000101011100011110010111000101110001111001011100,Humana
00000000000000000011111000000011110111000000000000,Humana
01001010101010101010100101010010100111110100100101,Humana
11010010101000010011111010101000100101101001010101,Humana
11011000110101110001100101011101110101010011110101,Aleatória
00100000100000001101110100001010010010001001001000,Aleatória
01010101010010101001101010101010101101100101001010,Humana
01010101011111001100011100101010101111100001110101,Humana
00111000111001110001110001110001100110011100011100,Humana
11111010010101010010101010100001111000000011110011,Humana
01011010111011000101111000110101000000110010110111,Aleatória
00000000100000000001111000000000000000000000000000,Humana
01010111000110101111000111110011100101001010110001,Aleatória
10000101000111100100001111110001010111100100010101,Humana
01100001111101100101101010011001101011011011101010,Aleatória
11100111111001101011000100001111000000101001100110,Aleatória
11101001010011010100111101000100101000001101011010,Humana
11001111111000111011000010100101011101100010111000,Aleatória
10101001010010110101001001001110010100101110100101,Humana
00010100001111010010100100011100101001101001011010,Aleatória
01100101110000110000011110000110001011111010101101,Aleatória
01010111010101011111001010100011010111010010101110,Humana
11101010010000000010100001010001001111100001110000,Humana
01010101010101010010101010010101001010101001010101,Humana
00101100100110101010100001001101000010110001011001,Humana
00110101011111100010111100011100010111100101000000,Humana
00101001110111101001101001001110001001011010010100,Humana
01010101010101010101011111111111111111111111111111,Humana
11001011000010100110011011100100011110101010010000,Aleatória
01011000010110010100111011001001011110011011101000,Aleatória
11110101101100011000011001010000000100001001110000,Aleatória
01010101100101010110010101010101100101010100010100,Humana
11111110000101010101000000010101010101111000101010,Humana
10111100011010111001110000011001100101101101001010,Aleatória
01010101110111100001100101011101010001111011110110,Aleatória
11111110101010100000000001111110000000010101010101,Humana
01010100101110010100101010101000111101000000000110,Humana
11110111011101110111011011101110110111010100000000,Humana
01010101001010101010101010101101110101011010010110,Humana
01101010101010101000001011010101010110100001001010,Humana
10110001011010000010100001010010010011010110000000,Aleatória
00001010101010101011001010101111010101011111101010,Humana
00000101010000010111110101000101000101001010100000,Humana
00100010011000000010101100000010001001010110111000,Aleatória
10000010101001100010011001110010011100011000110000,Aleatória
00111101000101101010111001110100010111100100101000,Aleatória
10111100001100000011111001000010011001100100101100,Aleatória
00011011010000111111100100101100011001011000100101,Aleatória
01111001010100000011001000010111100000011001000110,Aleatória
11100111101100010100010101011001010000111000101110,Aleatória
01100100011110001010010100101000010010010111010010,Humana
01101101010101111101010110101111011001111010101011,Humana
00000011111110101010110011111000010101010101010101,Humana
01110000111001011001001001110001101000001010101110,Aleatória
01111111100011111111011101010010101001010011111000,Humana
10010010111011001001101101111111010101101011011010,Aleatória
11010101000101010101010101101010101010000101010100,Humana
01111101000110001000011111000101001010100010010010,Aleatória
00011111100010000110110101111001100001011111100100,Aleatória
01010101101010110101011110101011111110100101000010,Humana
01010101010101010101010101010101011101010101010010,Humana
10101001010010100001110111111001010100010100010100,Humana
00110100001110100101010011110111101111111110001100,Aleatória
00010001000000101100000011011010100101110100010000,Aleatória
00001001100001011000111011010101010111110101101010,Humana
01101010010000010101110101001110101000101011010001,Humana
11110100110101100100000100101010000101010011110110,Aleatória
11110001101110010000000101000001100101001111001101,Aleatória
01010100101000001111110101001111110101000001111101,Humana
01110001100000101100000001111111100000001111111000,Humana
00101010101010101010100010000001111111111010100100,Humana
11111100010001001010100101010101001010000000111110,Humana
00001010111000000111111001010011010101010100101010,Humana
10101111010100001010000010101111110101000010101010,Humana
10101010100110010101010101110101001010101010010110,Humana
11111011111101111100011101101101010001111010001100,Humana
00101110101110110010001111111000111010101010011011,Aleatória
00000000000000100000101010101001111111111100000100,Humana
11000101111010100100010101110101000111101100100000,Aleatória
11101000011000000101101000101010111111100000111110,Aleatória
01001010110101000011000011000010101011111001101111,Aleatória
10101110111110101010000101010111101010101000101010,Humana
11111111100000001011101000000011010101011111100111,Humana
01011100001111100011111100010011100101001001111110,Aleatória
10110111010101011010001110111001100000011100111000,Aleatória
11011110110111101101110001101101010101010101011000,Humana
10101010000000110101101010101111010000010101010100,Humana
01000010010011101011101101101000011001011010000101,Humana
00110100011010111110000101010101010101010001010101,Humana
00010100110101010101010101000101010101010101010101,Humana
11011010000010010110001010010110010000110111010100,Humana
10101010101011011011000100101010101010010101010010,Humana
11100011001011010001100111000101101010010000110001,Aleatória
10010110110100110000001001011000011010101011101000,Aleatória
01010010101010101101010101010101001010101010101010,Humana
01110000010001001110010010010011100101100111011101,Aleatória
10101010101010100100000000000000011111110111111110,Humana
10101010101010100101010101011110001010101010101010,Humana
00100000001001111010011000110000010111110001110011,Aleatória
11011010010001010101011101010100000010010011110011,Aleatória
01000001000001000010000100001000010000010001001000,Humana
00010101111000010101111000101011110000001010001011,Humana
11100010101011100010101011110000010101010000110000,Humana
01000101000110111101111011011110111010100001011110,Aleatória
